righthandX,righthandY,righthandZ,headX,headY,headZ,lefthandX,lefthandY,lefthandZ
0.298856522,0.930571848,0.211472963,-0.121399546,0.976115613,0.180167869,-0.448408071,0.864894558,0.225582815
0.287840304,0.926838278,0.24107834,-0.11437956,0.968578524,0.220846009,-0.449102959,0.856577503,0.254128932
0.302774148,0.926659128,0.222779435,-0.103912104,0.971739533,0.211954134,-0.446575304,0.858839629,0.250928255
0.296921521,0.934174821,0.197876262,-0.126071144,0.977791381,0.167421869,-0.453263561,0.86338961,0.221608946
0.282150701,0.934736013,0.216008259,-0.125074853,0.967959168,0.217741431,-0.46473368,0.84369522,0.268702405
0.287199096,0.935068341,0.20775918,-0.145799009,0.971286819,0.188001501,-0.472725008,0.841221912,0.262443825
0.271444302,0.936870671,0.220434429,-0.179419346,0.96085649,0.211100695,-0.503264003,0.80845568,0.305163493
0.271019825,0.939806548,0.208115127,-0.220199896,0.954019642,0.203367963,-0.540012437,0.765388555,0.350095599
0.274571912,0.940140431,0.201856966,-0.237318999,0.950311743,0.201462859,-0.590517445,0.702668343,0.396921083
0.246002437,0.941181515,0.231646622,-0.246767385,0.93276195,0.262794601,-0.542272319,0.68926188,0.480477671
0.253952517,0.942837655,0.215789889,-0.244809628,0.944014646,0.22114383,-0.541499617,0.724530353,0.426419903
0.254427421,0.942055037,0.218629814,-0.2583504,0.935759057,0.240020954,-0.571868701,0.658971989,0.488591963
0.271282724,0.935404289,0.226769707,-0.248999766,0.931587151,0.264848064,-0.53999751,0.657046514,0.526015749
0.261001595,0.94025885,0.218612586,-0.246760798,0.940861176,0.232140809,-0.567900174,0.702687197,0.428625822
0.261611747,0.940792323,0.215566923,-0.227966752,0.949876126,0.213931075,-0.562526015,0.731923236,0.384516397
0.255189689,0.936295808,0.241305579,-0.226670221,0.934814077,0.273392121,-0.534576764,0.708797988,0.460253295
0.251829683,0.938944664,0.234445577,-0.237755902,0.938021637,0.2521657,-0.511947535,0.741021052,0.434508368
0.260313722,0.938437203,0.227095535,-0.235277807,0.947682368,0.215737067,-0.488897497,0.798075348,0.35221439
0.244433109,0.942392666,0.228360502,-0.236732941,0.944263665,0.228743623,-0.438222993,0.831438888,0.341569882
0.24297206,0.945994016,0.214615705,-0.228131471,0.951480901,0.206494858,-0.406035606,0.856659586,0.318228597
0.232509709,0.949515417,0.210617444,-0.261386452,0.939915292,0.21962779,-0.334076691,0.878061842,0.342637075
0.224837659,0.940877962,0.253370652,-0.259745878,0.910604367,0.321452586,-0.272021237,0.84686734,0.456968439
0.199370386,0.95051101,0.238286107,-0.275590247,0.909302923,0.311798349,-0.257808453,0.855297831,0.44944457
0.218584259,0.952495107,0.212070725,-0.286840559,0.911592446,0.294485493,-0.210683501,0.875335637,0.435201086
0.219943213,0.952479906,0.210729712,-0.281707055,0.916164816,0.285102025,-0.203635286,0.878620477,0.431924446
0.222604857,0.952453521,0.208036941,-0.290207055,0.918877716,0.267289371,-0.199606015,0.885628289,0.419308923
0.211429364,0.952988854,0.21704808,-0.299857418,0.905298169,0.300866672,-0.192817007,0.878462588,0.437178549
0.207086214,0.953693988,0.218135458,-0.296671234,0.907265387,0.298086726,-0.212095426,0.889007138,0.405810102
0.211450661,0.956625869,0.200388535,-0.29263409,0.920199183,0.259997601,-0.250672599,0.900790595,0.354597732
0.197900119,0.960572424,0.195284819,-0.252261184,0.944597922,0.209997764,-0.306097064,0.905603368,0.293576441
0.220084555,0.958789928,0.179679332,-0.237263304,0.949277345,0.206345942,-0.355032051,0.888963334,0.289303358
0.223918345,0.951226089,0.212201562,-0.220454582,0.945724412,0.238757436,-0.396570998,0.865029472,0.307336063
0.23123143,0.949709587,0.211148587,-0.185316158,0.956150964,0.22678901,-0.475142961,0.830850626,0.289700541
0.233992943,0.948047425,0.215530466,-0.187855062,0.953176433,0.236991906,-0.465697727,0.832393002,0.300412247
0.253812909,0.94462008,0.208019016,-0.167547679,0.963212565,0.210117418,-0.485090051,0.826673788,0.285128199
0.272180396,0.93761084,0.216341733,-0.164195346,0.963719585,0.210438707,-0.504530788,0.817945481,0.276430596
0.279988986,0.928311821,0.244628964,-0.149510469,0.95901537,0.240699271,-0.490140166,0.819756925,0.296245173
0.277928966,0.933812092,0.225278644,-0.137563011,0.967705318,0.21124118,-0.502646748,0.820590451,0.271988158
0.263046441,0.93580979,0.234662752,-0.129097137,0.967034947,0.219493372,-0.498453449,0.822201528,0.274825046
0.257130901,0.935903811,0.240764939,-0.140397941,0.969484567,0.200967891,-0.513505661,0.819971323,0.252901098
0.2649542,0.941573133,0.207940634,-0.153155747,0.9696494,0.190586879,-0.515300554,0.817967726,0.255722776
0.247555684,0.938168042,0.241985348,-0.139110898,0.966326827,0.216473141,-0.509111943,0.817424518,0.26948504
0.231369486,0.94563617,0.228561578,-0.149211419,0.967219088,0.205482819,-0.524447329,0.80878179,0.266133452
0.21735608,0.947103234,0.236118189,-0.143195863,0.962481921,0.23048535,-0.495327104,0.821043036,0.283794631
0.213179118,0.947954738,0.236508939,-0.149565841,0.961277092,0.231465789,-0.515069945,0.8123889,0.273362812
0.178687651,0.960222873,0.214575762,-0.148319355,0.963909695,0.221087018,-0.510832594,0.817339281,0.266470563
0.167422561,0.966403123,0.195024844,-0.115930719,0.971587569,0.206343557,-0.500735629,0.826210934,0.258145933
0.154917668,0.965231836,0.2105422,-0.106626474,0.970821673,0.214793098,-0.486785191,0.837147908,0.249446505
0.138572526,0.963321903,0.229801145,-0.111108216,0.957329323,0.266787428,-0.483273241,0.826713264,0.288083587
0.136251048,0.966482519,0.217594102,-0.117310042,0.96573908,0.231487327,-0.49387677,0.829965193,0.259313544
0.127576944,0.958657701,0.254361035,-0.124166163,0.961273608,0.246040271,-0.493321947,0.823077765,0.281383101
0.083175795,0.964436406,0.25088684,-0.139530516,0.964948048,0.222275728,-0.482214831,0.834242894,0.267409144
0.123279626,0.977083403,0.173522786,-0.167999093,0.969961363,0.175929697,-0.485487452,0.844534019,0.225973948
0.106968745,0.973945831,0.19996801,-0.193600494,0.951848298,0.237704998,-0.461085812,0.842673579,0.278030779
0.097699807,0.974020977,0.204298517,-0.216265687,0.950499784,0.223112782,-0.479082412,0.837106525,0.264069514
0.100455566,0.979219951,0.176173114,-0.237005522,0.951585886,0.19573626,-0.469007282,0.848978157,0.24345073
0.117869661,0.982812509,0.142078554,-0.231807206,0.958807935,0.16417297,-0.480777753,0.848062725,0.22280567
0.120546207,0.981385816,0.149500809,-0.242262828,0.949920601,0.197381797,-0.473420662,0.843618849,0.253337944
0.133214699,0.980055775,0.14746024,-0.260952013,0.949086978,0.176459501,-0.479972464,0.84512789,0.235340781
0.143734596,0.975818541,0.164677082,-0.273085032,0.946247543,0.173320955,-0.469809422,0.853010949,0.227269505
0.136623291,0.977157622,0.162779172,-0.272150332,0.946613231,0.172793482,-0.467151506,0.852280645,0.235344795
0.140408283,0.96747855,0.210406202,-0.29636629,0.932671905,0.205645666,-0.468870168,0.838339237,0.278115245
0.137913867,0.975500247,0.171403131,-0.288888244,0.940760607,0.177519191,-0.468432879,0.844063622,0.261011952
0.118837187,0.977727195,0.172994955,-0.298150033,0.94329172,0.145970161,-0.451113911,0.861872662,0.231671652
0.139265906,0.976478307,0.164605963,-0.326762882,0.930622683,0.164825483,-0.443070931,0.856259814,0.265532071
0.123319744,0.974705574,0.186390141,-0.345773097,0.920304064,0.18297922,-0.454581256,0.848869818,0.269770112
0.147121965,0.969897518,0.194046211,-0.341634546,0.911299829,0.229822668,-0.411377925,0.849998651,0.329044825
0.151685143,0.971194415,0.183774388,-0.348279491,0.915301572,0.202297869,-0.42314431,0.853597413,0.303842639
0.140558047,0.965078064,0.221060548,-0.370022933,0.891803089,0.260327254,-0.464206407,0.806668553,0.365784442
0.120676148,0.970694754,0.207819542,-0.372244921,0.892708741,0.253977997,-0.428334199,0.821842304,0.37563951
0.119368993,0.955075603,0.271259353,-0.35896481,0.839851563,0.407177625,-0.400511518,0.72891582,0.555222704
0.12372872,0.9556248,0.267343311,-0.348250983,0.856101529,0.381852622,-0.363398585,0.762643511,0.535085361
0.132282194,0.966690689,0.219113058,-0.374107486,0.875825425,0.30491542,-0.393897932,0.800191718,0.45225837
0.118310587,0.967145852,0.225014458,-0.363436373,0.880537961,0.304248093,-0.34767587,0.798439742,0.491543962
0.104574235,0.961359702,0.254660072,-0.371531354,0.868073043,0.329262273,-0.383650298,0.796800415,0.46682068
0.107962635,0.964034486,0.242861234,-0.360813248,0.874025962,0.325411151,-0.354991474,0.780209994,0.51502759
0.108816133,0.961437557,0.252580431,-0.356813248,0.861016099,0.362402517,-0.349592584,0.791093943,0.50195159
0.110156466,0.951409972,0.287549333,-0.333003184,0.852800928,0.402292751,-0.332544267,0.789405562,0.515997257
0.127023237,0.972835776,0.193534623,-0.28099016,0.924146628,0.258838829,-0.291982969,0.891198554,0.347147062
0.109222563,0.975818082,0.189339646,-0.26139033,0.936309207,0.23452114,-0.329096527,0.891357852,0.311731705
0.112137829,0.982631683,0.14785156,-0.232623385,0.958860174,0.162706876,-0.365592232,0.901027853,0.233433347
0.114492381,0.98292449,0.144051869,-0.201981787,0.967485433,0.15223434,-0.378879859,0.899282818,0.218495916
0.108189035,0.982966922,0.148563663,-0.204813208,0.967766417,0.146559585,-0.389820168,0.894947293,0.217047414
0.099710824,0.982898437,0.154817357,-0.178640469,0.967299181,0.180055207,-0.412270009,0.877884623,0.243622719
0.096904702,0.985377794,0.140143078,-0.194711583,0.970979678,0.138873553,-0.450905725,0.86743887,0.210318411
0.10250946,0.985417928,0.135806177,-0.17778507,0.974535462,0.136649557,-0.481152395,0.854272999,0.196748612
0.093192735,0.984775088,0.146741745,-0.20107178,0.965419205,0.16593944,-0.502355679,0.829658989,0.243525633
0.107168501,0.984087345,0.141728646,-0.16080541,0.977038428,0.139776718,-0.506420589,0.838048674,0.203008887
0.119425135,0.980190329,0.15800176,-0.176084462,0.97448187,0.139209727,-0.53376511,0.821589826,0.200212299
0.106136597,0.986013339,0.128501824,-0.164454188,0.982995388,0.081699987,-0.550320382,0.8204156,0.155131299
0.105894972,0.985012062,0.13615246,-0.158012925,0.981869458,0.104710475,-0.564140587,0.808303269,0.168496958
0.109685668,0.984111797,0.139617423,-0.186764448,0.974527003,0.124161837,-0.598672588,0.775897732,0.19893175
0.103777543,0.983811561,0.146099397,-0.170442832,0.973982242,0.149358071,-0.607587073,0.767612177,0.203984057
0.110386061,0.986102546,0.124163946,-0.184047308,0.975969412,0.11666317,-0.625730133,0.759847941,0.176331807
0.10086652,0.982514401,0.156497275,-0.211337255,0.96410589,0.160737045,-0.642207469,0.737120774,0.210291541
0.111981443,0.983336718,0.143209829,-0.238448878,0.964098088,0.116863206,-0.662040456,0.72766578,0.179457369
0.111945178,0.98081586,0.159588613,-0.262727152,0.953573762,0.147212513,-0.695982334,0.688278196,0.204650226
0.096239937,0.97313826,0.209140625,-0.281811325,0.933683487,0.220946881,-0.707225465,0.652229083,0.272817457
0.114197218,0.978328478,0.17272054,-0.305925453,0.939474307,0.154264851,-0.740185087,0.635686936,0.219153271
0.101423093,0.981876919,0.160097068,-0.336981155,0.927859962,0.159748529,-0.780912838,0.562311206,0.271994939
0.095517252,0.97749333,0.188104344,-0.35649491,0.920795514,0.158262444,-0.794779233,0.54040194,0.276209548
0.126433877,0.985198013,0.115755561,-0.364453649,0.926293309,0.095677806,-0.80682898,0.546660205,0.224030393
0.126973753,0.98544973,0.112988921,-0.367192158,0.927572437,0.069132425,-0.807250278,0.555642854,0.199017606
0.143797954,0.981699708,0.124851235,-0.386773019,0.918628725,0.0807954,-0.815627816,0.522508226,0.248468147
0.135560093,0.98429233,0.113102036,-0.388925618,0.917623854,0.081873845,-0.811041534,0.527316981,0.253275407
0.149185316,0.983509762,0.102236435,-0.373982327,0.92500371,0.067121946,-0.748898904,0.621775646,0.229228002
0.1317794,0.982171004,0.134068297,-0.372842216,0.918429631,0.132195665,-0.690171864,0.669047982,0.275749154
0.140253383,0.977249614,0.159098019,-0.35154411,0.923400892,0.154102342,-0.618159569,0.729543215,0.29265243
0.130988876,0.98170939,0.138161455,-0.329518845,0.937456999,0.112212773,-0.576931823,0.782561357,0.233981613
0.128117542,0.978628244,0.160849792,-0.288381402,0.948334223,0.132281399,-0.556366179,0.796681642,0.236125042
0.129536822,0.972594202,0.193082184,-0.265955007,0.94619981,0.184319976,-0.551506317,0.793006621,0.258807422
0.11642246,0.979742741,0.162941623,-0.248151546,0.95614282,0.155601148,-0.581837006,0.776545249,0.241750234
0.112911991,0.979593944,0.166272626,-0.246415472,0.95537717,0.16289223,-0.620174387,0.747507285,0.237942404
0.108366023,0.982101194,0.154058593,-0.22657177,0.961627834,0.154716329,-0.615080756,0.755483013,0.225656997
0.117529612,0.98171761,0.149724164,-0.208572017,0.969134234,0.131440288,-0.624814832,0.754810205,0.199669676
0.122592357,0.980591295,0.153009235,-0.197978111,0.97174614,0.128507223,-0.620301068,0.760695051,0.191231861
0.100313034,0.981386356,0.163762374,-0.204148071,0.9669416,0.152798909,-0.633638618,0.744973369,0.208606761
0.110412389,0.986151959,0.123747395,-0.209751311,0.975190334,0.07076864,-0.637442687,0.756725156,0.14503055
0.104102064,0.984891195,0.138391095,-0.229757338,0.965446743,0.122980291,-0.64564778,0.742393351,0.178860442
0.10624402,0.986685766,0.123139789,-0.234717732,0.967947999,0.089354677,-0.648062424,0.744339284,0.161164898
0.090242854,0.987496891,0.12925215,-0.223023784,0.970077076,0.095973214,-0.648175309,0.744846106,0.158344711
0.084856899,0.989482878,0.117144954,-0.248814982,0.964737221,0.085867329,-0.654460755,0.741510127,0.147796659
0.085863755,0.986438507,0.139880261,-0.240758654,0.96135541,0.133532944,-0.662681305,0.725575523,0.185455246
0.082292577,0.986066596,0.144570401,-0.257224762,0.957308775,0.131891364,-0.678200171,0.706631081,0.201784647
0.068579583,0.988117347,0.137553438,-0.290769572,0.953304641,0.081629151,-0.718823871,0.678223424,0.152660504
0.032196127,0.991610467,0.12518822,-0.282016433,0.959046892,0.026377831,-0.716193304,0.689696575,0.106704198
0.05815423,0.986620928,0.152306366,-0.327602671,0.932934682,0.149363213,-0.746460487,0.629496686,0.215709674
